policy_id,age,vehicle_price,annual_premium,claim_amount,accident_severity,past_claims,policy_tenure_months,fraud_reported,claim_to_vehicle_ratio,premium_to_vehicle_ratio,past_claims_flag,severity_norm,anomaly_score,anomaly_flag,anomaly_label
55,31,1396632,13286,91575,0,0,51,0,0.0655684063028727,0.009512878472726909,0,0.0,0.2506,0,Normal
56,67,1262636,10901,95040,0,3,10,0,0.07527103989507673,0.00863351858055799,1,0.0,0.2958,0,Normal
57,26,1029735,36552,148510,1,1,12,0,0.14422143151254302,0.03549647676686063,0,0.25,0.2708,0,Normal
58,43,1438855,30709,179587,2,5,118,0,0.12481235092323346,0.02134264999416203,1,0.5,0.4097,0,Normal
59,70,930406,36055,5744,0,5,4,0,0.0061736422877299935,0.03875185805781771,1,0.0,0.3819,0,Normal
60,19,1288287,42685,173489,1,0,95,0,0.13466631684840658,0.03313311930251621,0,0.25,0.3394,0,Normal
61,37,1391602,13429,138141,0,3,18,0,0.09926753535311436,0.009650022312398004,1,0.0,0.242,0,Normal
62,45,535484,19716,42359,0,0,80,0,0.07910398984098528,0.0368189585142441,0,0.0,0.153,0,Normal
63,64,665317,53563,150871,0,2,104,0,0.22676524609284582,0.08050736640223172,1,0.0,0.2628,0,Normal
64,24,1189024,16138,98746,0,5,36,0,0.08304787536006392,0.013572464834633417,1,0.0,0.2149,0,Normal
65,61,418134,40298,120906,1,4,25,0,0.2891554163129133,0.09637557248257142,1,0.25,0.3736,0,Normal
66,25,1351550,56112,7597,2,2,87,0,0.005620949560911871,0.041516746315899286,1,0.5,0.355,0,Normal
67,64,1398222,28429,47093,0,0,76,0,0.03368060745675046,0.020332235988107763,0,0.0,0.2124,0,Normal
68,52,1398744,55200,168298,1,1,98,0,0.12032071607047747,0.03946394803913508,0,0.25,0.2946,0,Normal
69,31,889376,10772,114650,1,5,36,0,0.1289104620425309,0.012111849080873465,1,0.25,0.2227,0,Normal
70,34,638774,53244,157489,0,4,101,0,0.2465484716840828,0.08335329341317366,1,0.0,0.3252,0,Normal
71,53,711937,56681,149765,0,2,67,0,0.21036241919942467,0.07961507884113504,1,0.0,0.2001,0,Normal
72,67,611597,53519,120956,0,5,9,0,0.1977704309039598,0.08750682637941916,1,0.0,0.3763,0,Normal
73,57,1114228,40732,115598,0,3,61,0,0.10374707533191112,0.03655621959220232,1,0.0,0.053,0,Normal
74,21,1153959,44905,184233,0,1,53,0,0.1596528475857049,0.03891382716905265,0,0.0,0.2726,0,Normal
75,19,292263,22347,133241,0,2,18,0,0.4558926176333726,0.07646169216872417,1,0.0,0.4641,0,Normal
76,23,1121522,21920,153124,0,3,43,0,0.13653219773468755,0.019544851064133326,1,0.0,0.1587,0,Normal
77,71,1053938,36822,8036,1,0,35,0,0.007624729704470562,0.03493750587083313,0,0.25,0.3369,0,Normal
78,59,1472386,51659,31778,1,3,63,0,0.02158264097686274,0.035085205180431504,1,0.25,0.2377,0,Normal
79,21,1345222,45108,158806,3,2,119,0,0.11805180256358982,0.03353198688990599,1,0.75,0.4998,0,Normal
80,71,545266,28563,154245,0,2,98,0,0.282879763492014,0.05238351119726666,1,0.0,0.279,0,Normal
81,46,680703,12967,161475,1,0,105,0,0.23721764526137645,0.019049395919518618,0,0.25,0.3685,0,Normal
82,35,1174323,50183,197393,2,3,78,0,0.16809074837949323,0.04273352158348122,1,0.5,0.3296,0,Normal
83,43,543054,16871,137416,1,3,4,0,0.2530425095064036,0.031066834850981946,1,0.25,0.3539,0,Normal
84,61,1106862,33763,18800,0,0,93,0,0.01698493851542603,0.030503323356187714,0,0.0,0.2129,0,Normal
85,51,1307955,16916,25372,1,3,41,0,0.019398206055861206,0.012933156772857803,1,0.25,0.1947,0,Normal
86,27,1273629,13734,61516,0,5,45,1,0.048299741683220404,0.010783351522812748,1,0.0,0.237,0,Normal
87,53,298723,38613,20538,0,0,50,0,0.06875242698946185,0.12925978495199583,0,0.0,0.3795,0,Normal
88,31,775644,33179,63918,0,1,79,0,0.08240625543902172,0.042776012222086136,0,0.0,0.0825,0,Normal
89,48,1053088,59929,146045,1,2,28,0,0.13868248552591472,0.056907820706511986,1,0.25,0.2015,0,Normal
90,65,1280730,57188,71155,0,1,42,0,0.05555811485784291,0.04465262416541803,0,0.0,0.1948,0,Normal
91,32,1462518,40262,59500,2,5,80,1,0.04068323214946267,0.02752921500507002,1,0.5,0.3178,0,Normal
92,25,464480,17677,167647,1,5,76,0,0.360934031747262,0.03805753087855047,1,0.25,0.4797,0,Normal
93,31,481173,56871,173333,0,4,116,0,0.36022935570084835,0.11819217164684709,1,0.0,0.5706,0,Normal
94,40,1045633,23268,110659,2,4,69,0,0.10582957325412143,0.022252528131258165,1,0.5,0.1489,0,Normal
95,74,1280841,17330,27716,0,4,98,0,0.02163889066723296,0.01353016219018427,1,0.0,0.2971,0,Normal
96,57,1491898,25733,134308,3,0,106,0,0.09002486093227491,0.017248486660290007,0,0.75,0.5044,0,Normal
97,38,1234057,42947,146920,0,3,1,0,0.11905437183665597,0.03480144369227378,1,0.0,0.2493,0,Normal
98,33,1423520,32286,2352,0,5,39,1,0.0016522411682019444,0.02268038195432312,1,0.0,0.3232,0,Normal
99,62,1403358,11610,133004,1,1,96,1,0.09477546372667293,0.008273007833348417,0,0.25,0.2962,0,Normal
100,35,1320483,11430,76449,1,1,90,0,0.05789468104119399,0.00865591707283087,0,0.25,0.2564,0,Normal
101,64,402967,44922,8556,1,1,17,0,0.02123245518254551,0.11147783446824562,0,0.25,0.402,0,Normal
102,70,264772,18828,86836,3,1,112,0,0.3279639540285452,0.07110996967213425,0,0.75,0.6475,0,Normal
103,41,326108,47913,136570,1,4,91,0,0.41878635670895314,0.14692326798708408,1,0.25,0.4547,0,Normal
104,43,1262958,36497,50098,1,1,88,0,0.03966716259197646,0.028898008565598723,0,0.25,0.1534,0,Normal
105,42,1332867,44256,195458,2,3,35,0,0.14664467899296854,0.033203588052230226,1,0.5,0.3266,0,Normal
106,62,563339,58889,112169,1,4,46,0,0.19911421166613413,0.10453544928462385,1,0.25,0.2925,0,Normal
107,58,347550,41618,140641,0,1,42,0,0.4046629127811458,0.11974645447718464,0,0.0,0.3967,0,Normal
108,46,1480626,54841,126060,2,0,118,0,0.08513960639647933,0.03703903819125276,0,0.5,0.4096,0,Normal
109,32,632882,51332,187954,0,2,39,1,0.2969806425516249,0.08110819851378533,1,0.0,0.3487,0,Normal
110,62,537827,31526,130544,1,2,90,1,0.24272443978372268,0.058617253099503934,1,0.25,0.2081,0,Normal
111,18,1247843,59327,340,2,2,49,0,0.00027246995618042,0.04754360320681111,1,0.5,0.4253,0,Normal
112,42,795603,35158,175021,1,4,62,0,0.21998506794837633,0.04419032584049351,1,0.25,0.2283,0,Normal
113,24,588349,30032,82302,1,1,38,1,0.1398861222061698,0.05104444633296507,0,0.25,0.1749,0,Normal
114,26,1262729,42846,193515,1,5,23,0,0.1532512888741061,0.03393124420897579,1,0.25,0.3711,0,Normal
115,41,1226919,49936,138,0,5,22,0,0.00011247677110162031,0.04070029015746748,1,0.0,0.3547,0,Normal
116,18,1489349,34794,131430,2,5,4,0,0.08824655050861113,0.023361869271829993,1,0.5,0.5093,0,Normal
117,61,1303894,10448,119619,0,4,49,0,0.09173974898285521,0.008012915150376372,1,0.0,0.196,0,Normal
118,25,594030,55331,85376,0,3,59,0,0.14372313902809786,0.09314497054867507,1,0.0,0.2136,0,Normal
119,41,276077,33861,99931,0,0,73,0,0.361966545686364,0.1226501206180862,0,0.0,0.3922,0,Normal
120,28,1076906,33141,161726,0,0,68,0,0.15017638477602988,0.030774245129802296,0,0.0,0.1879,0,Normal
121,68,333515,14074,156951,0,2,71,0,0.47059511387759506,0.042198875016490965,1,0.0,0.3889,0,Normal
122,34,1193497,11406,81532,2,2,87,1,0.06831347853117475,0.009556781829546425,1,0.5,0.2289,0,Normal
123,25,1455564,36823,55778,0,5,2,0,0.038320514714217505,0.025298080126961008,1,0.0,0.3469,0,Normal
124,52,325885,28291,37772,0,5,49,0,0.11590556206771693,0.08681256635756061,1,0.0,0.2588,0,Normal
125,52,1096209,46568,58478,0,2,88,0,0.05334561808412622,0.042480911504182595,1,0.0,0.0864,0,Normal
126,50,741656,37003,195425,0,1,104,0,0.26349781637603364,0.04989233567538633,0,0.0,0.335,0,Normal
127,22,870688,51851,26762,1,3,119,0,0.03073657758395937,0.059551688375527885,1,0.25,0.3296,0,Normal
128,59,388014,39406,144355,0,3,95,1,0.37203458629176706,0.1015579294614899,1,0.0,0.3629,0,Normal
129,56,291751,59823,194994,0,3,111,0,0.6683553154734158,0.20504743754969976,1,0.0,0.776,1,Suspicious
130,58,430203,28312,170492,0,3,31,0,0.3963050087865292,0.06581063867374548,1,0.0,0.3539,0,Normal
131,45,1013738,48108,55568,0,2,111,0,0.05481489811480075,0.04745600198867756,1,0.0,0.1286,0,Normal
132,24,895275,6382,85090,0,0,40,0,0.09504331625107788,0.007128527962326702,0,0.0,0.289,0,Normal
133,26,1023651,39171,20219,0,2,48,0,0.019751829723382557,0.03826593412605065,1,0.0,0.1453,0,Normal
134,25,1460527,46779,57169,1,3,51,1,0.03914269360121819,0.03202882793072095,1,0.25,0.2475,0,Normal
135,29,395716,8292,74965,2,2,43,0,0.189440938852766,0.02095436890505083,1,0.5,0.3029,0,Normal
136,51,784567,46779,177912,0,3,98,0,0.2267642830194451,0.05962389493326264,1,0.0,0.2848,0,Normal
137,50,515172,38187,175767,3,4,55,1,0.3411805354706089,0.07412461444990323,1,0.75,0.5169,0,Normal
138,65,1090695,17411,84754,0,5,88,0,0.07770634530611646,0.01596320147868884,1,0.0,0.2183,0,Normal
139,72,200126,42285,77988,0,0,49,0,0.38969254523377655,0.21129083032274507,0,0.0,0.6401,0,Normal
140,40,1038761,57454,189414,3,4,90,0,0.18234590791730926,0.05531007102685697,1,0.75,0.526,0,Normal
141,41,1276208,20422,150023,0,1,80,0,0.11755362953873542,0.016002081163821912,0,0.0,0.1657,0,Normal
142,54,700315,47468,132379,2,2,57,0,0.18902752471741327,0.06778083036800531,1,0.5,0.1473,0,Normal
143,52,1358521,37371,80388,0,1,111,0,0.05917313079950122,0.0275085718155466,0,0.0,0.1888,0,Normal
144,61,517320,10693,90768,0,2,77,0,0.1754577911973417,0.020669951538793127,1,0.0,0.1553,0,Normal
145,57,1499445,38535,35428,0,5,15,0,0.023627393050499986,0.02569949167892675,1,0.0,0.3375,0,Normal
146,39,941426,56196,92021,1,4,27,0,0.09774629365845679,0.05969236063975221,1,0.25,0.1912,0,Normal
147,44,698716,19818,118418,1,5,68,0,0.16947920259561453,0.02836341465858137,1,0.25,0.1858,0,Normal
148,52,1243917,36238,170047,1,3,80,0,0.1367027408559085,0.029132145366495218,1,0.25,0.1509,0,Normal
149,18,1423975,35874,132212,0,5,64,0,0.09284707045624364,0.025192840328769586,1,0.0,0.2937,0,Normal
150,52,662120,31715,155914,0,5,94,0,0.2354765971778572,0.04789910001344165,1,0.0,0.296,0,Normal
151,54,1383445,32605,26421,0,3,108,0,0.019097962623767027,0.023567960007112674,1,0.0,0.2018,0,Normal
152,64,378954,39317,1708,0,2,30,0,0.00450713145360267,0.1037511050124685,1,0.0,0.3248,0,Normal
153,31,869078,36174,134702,2,3,36,0,0.1549939648754601,0.04162337370940962,1,0.5,0.2017,0,Normal
154,20,1283136,14956,150667,0,4,67,0,0.11742082100352495,0.01165580916145353,1,0.0,0.2137,0,Normal
155,18,484260,43908,76021,2,5,86,0,0.15698352747795094,0.09067011384356782,1,0.5,0.3987,0,Normal
156,22,332717,15837,159380,2,3,113,0,0.4790242788186993,0.047598867509422396,1,0.5,0.5732,0,Normal
157,43,1427171,8716,44789,0,5,86,0,0.03138304282875505,0.006107182596071111,1,0.0,0.3211,0,Normal
158,72,848373,9481,186762,1,4,114,0,0.2201411170073576,0.011175495712975644,1,0.25,0.5086,0,Normal
159,31,579862,29282,26086,0,1,114,1,0.0449864881877271,0.05049813490427912,0,0.0,0.2489,0,Normal
160,56,694592,11548,16859,0,4,119,0,0.024271767783435767,0.01662556345946475,1,0.0,0.2967,0,Normal
161,44,1348734,56445,7684,0,0,49,1,0.005697190330198297,0.041850326416975905,0,0.0,0.3114,0,Normal
162,26,1417078,42605,91088,1,0,76,0,0.06427870288106732,0.030065366856752516,0,0.25,0.2343,0,Normal
163,32,530388,12758,132279,0,0,55,0,0.24939996870221667,0.02405404335308613,0,0.0,0.2861,0,Normal
164,32,518408,48668,46099,0,5,85,0,0.0889239963040765,0.09387954298632932,1,0.0,0.272,0,Normal
165,43,668276,28177,198568,0,2,56,1,0.297134272165584,0.04216365369450093,1,0.0,0.2544,0,Normal
166,59,1214920,29022,66093,0,2,68,0,0.054401068052984516,0.023887972962851084,1,0.0,0.0419,0,Normal
167,30,257545,45761,160761,1,2,95,0,0.6242030549882351,0.17768088030876036,1,0.25,0.5904,0,Normal
168,68,711411,10542,48651,1,5,44,1,0.06838653269835201,0.014818417457113459,1,0.25,0.2772,0,Normal
169,49,1025656,30476,13893,0,4,31,0,0.013545464029397741,0.029713637210100452,1,0.0,0.1647,0,Normal
170,56,1220020,35784,66418,0,2,58,0,0.054440046523789344,0.02933064266926553,1,0.0,0.0534,0,Normal
171,66,1084377,27740,125074,1,1,87,0,0.11534169819011451,0.02558148542297981,0,0.25,0.1771,0,Normal
172,69,213224,29817,103065,0,0,118,0,0.4833626450932114,0.1398381990854731,0,0.0,0.679,1,Suspicious
173,49,240738,52596,130351,1,4,53,0,0.5414619151861559,0.21847727206642878,1,0.25,0.628,0,Normal
174,21,1142654,21052,191083,0,0,84,0,0.16722720331158575,0.018423758702320474,0,0.0,0.2932,0,Normal
175,47,1429336,40153,38635,0,2,79,0,0.02703001461516773,0.02809204547283111,1,0.0,0.1357,0,Normal
176,54,1217433,52076,187187,0,4,23,0,0.15375535757995917,0.04277521409784842,1,0.0,0.3014,0,Normal
177,40,666725,58420,95071,0,3,28,1,0.14259380915098557,0.08762220162405546,1,0.0,0.2107,0,Normal
178,56,863937,5671,78518,1,1,16,0,0.09088383657160583,0.0065641284444022605,0,0.25,0.3125,0,Normal
179,62,1374737,5163,106233,0,2,37,0,0.07727508805314176,0.003755624708126203,1,0.0,0.2428,0,Normal
180,32,1044193,46424,103651,1,2,21,0,0.09926412141805067,0.044459171380030915,1,0.25,0.1371,0,Normal
181,60,498512,49002,72805,2,1,79,0,0.14604433585483226,0.09829633329521999,0,0.5,0.2575,0,Normal
182,46,862143,58744,190026,0,1,17,0,0.2204109754286987,0.06813710934600252,0,0.0,0.4402,0,Normal
183,53,766202,9795,159136,1,3,114,0,0.20769430555609936,0.012783818387555256,1,0.25,0.3552,0,Normal
184,30,1450155,15634,122813,0,2,37,0,0.08468950926658925,0.010780909088401524,1,0.0,0.1776,0,Normal
185,49,852026,9798,79063,0,5,77,0,0.09279400770163387,0.011499635574928963,1,0.0,0.1918,0,Normal
186,24,1196530,27420,2454,1,2,19,0,0.002050928893609944,0.0229162470508495,1,0.25,0.3037,0,Normal
187,68,971253,56507,20878,0,0,30,0,0.02149592176711756,0.05817942577327867,0,0.0,0.3443,0,Normal
188,39,704471,34300,182170,1,4,45,0,0.25859083114729897,0.04868894718313858,1,0.25,0.2779,0,Normal
189,45,1006388,29345,193226,0,4,18,0,0.1919993163677266,0.02915870503354071,1,0.0,0.2575,0,Normal
190,19,1467543,15749,144063,1,0,78,0,0.09816605158005484,0.010731535136254858,0,0.25,0.3572,0,Normal
191,59,583152,43595,68344,2,4,62,0,0.11719737358806351,0.07475739642941047,1,0.5,0.1967,0,Normal
192,62,1154652,30121,104946,2,1,36,0,0.09088964390167435,0.02608662515924698,0,0.5,0.2328,0,Normal
193,74,294270,42487,36593,1,4,100,0,0.12435136319922792,0.14438051999687362,1,0.25,0.4279,0,Normal
194,70,1245482,33411,36304,1,4,84,0,0.02914853113209895,0.026825737484975708,1,0.25,0.1988,0,Normal
195,23,1395889,38361,161458,1,0,52,0,0.11566670726203354,0.027481391800213483,0,0.25,0.297,0,Normal
196,45,358768,26223,186292,1,3,19,0,0.5192533357118368,0.07309159932993096,1,0.25,0.4998,0,Normal
197,45,1495302,12394,113613,0,4,109,0,0.07597991845131054,0.008288621102211392,1,0.0,0.2778,0,Normal
198,61,770451,19056,152155,0,5,44,0,0.19748796810184152,0.024733533042941028,1,0.0,0.2028,0,Normal
199,61,219816,33380,18354,0,4,7,1,0.08349672682276621,0.15185358730216497,1,0.0,0.4839,0,Normal
200,37,1167344,31035,22190,3,3,44,0,0.019008947654720755,0.02658597072844789,1,0.75,0.3315,0,Normal
201,47,957907,35620,6142,0,0,117,0,0.006411889241973133,0.037185199413722406,0,0.0,0.3189,0,Normal
202,28,514997,24877,159470,0,3,68,0,0.30965168796772025,0.048305041961328,1,0.0,0.2711,0,Normal
203,72,1404565,48404,183043,0,0,34,0,0.13031997072405285,0.034461890719268445,0,0.0,0.3601,0,Normal
204,45,1455100,56824,41862,1,1,66,0,0.028769136987741743,0.03905158473535514,0,0.25,0.2532,0,Normal
205,42,1238896,58352,184482,1,0,69,0,0.14890826275307795,0.04709996069084032,0,0.25,0.3389,0,Normal
206,56,1400454,35911,150575,0,1,55,0,0.10751862787451222,0.02564238051204787,0,0.0,0.1763,0,Normal
207,50,930880,37784,125438,0,1,10,0,0.13475191780689477,0.040589506070056215,0,0.0,0.1663,0,Normal
208,18,981452,8191,48456,2,0,96,0,0.049371696861693834,0.008345789355170344,0,0.5,0.4495,0,Normal
209,74,333554,38160,100167,0,5,42,1,0.30030129963574226,0.11440392139227414,1,0.0,0.4803,0,Normal
210,44,651282,30000,82035,0,2,41,0,0.1259590684848215,0.04606292502644779,1,0.0,0.0123,0,Normal
211,74,1342077,44040,8016,1,0,77,0,0.005972827212725341,0.032814784237577846,0,0.25,0.3746,0,Normal
212,69,464223,54723,2384,2,4,103,0,0.0051354518508306335,0.11788059212793824,1,0.5,0.5138,0,Normal
213,30,1308252,8631,193392,0,5,69,0,0.147824618021132,0.006597347760716008,1,0.0,0.3575,0,Normal
214,58,1422108,11172,146144,1,5,10,0,0.10276568111164475,0.00785593790630676,1,0.25,0.3501,0,Normal
215,20,797135,47080,102239,2,4,10,0,0.1282579133297204,0.05906143995503904,1,0.5,0.3513,0,Normal
216,56,420178,28561,111431,0,2,102,0,0.26519887952515475,0.06797341133183715,1,0.0,0.2318,0,Normal
217,23,1398097,29817,80018,3,5,91,1,0.057233470042872533,0.021326831166341702,1,0.75,0.4373,0,Normal
218,25,626752,25281,40510,1,1,60,0,0.06463471255821672,0.040336464284973506,0,0.25,0.174,0,Normal
219,44,788365,33671,180005,1,2,51,0,0.22832669090244886,0.04270985811158776,1,0.25,0.193,0,Normal
220,26,1024690,56431,21826,1,4,21,0,0.021300079731353158,0.055071236109227074,1,0.25,0.3335,0,Normal
221,54,903662,30364,68026,0,2,8,0,0.07527806272913685,0.03360102161978525,1,0.0,0.0903,0,Normal
222,50,1386293,46674,121668,0,0,65,0,0.08776493297958442,0.03366818293954962,0,0.0,0.1599,0,Normal
223,68,762288,32425,156590,0,2,92,0,0.20542077873352496,0.04253636088150295,1,0.0,0.2158,0,Normal
224,59,500709,54927,24045,0,1,113,0,0.04802180903117573,0.10969822851550798,0,0.0,0.3501,0,Normal
225,61,1143026,33602,181948,0,0,103,0,0.1591808417473953,0.029397380814276477,0,0.0,0.2686,0,Normal
226,41,1434816,28253,90102,2,3,78,0,0.06279685841469679,0.019691012860873547,1,0.5,0.2068,0,Normal
227,32,1327199,56399,51919,2,4,85,0,0.039119198312236286,0.042494725738396626,1,0.5,0.292,0,Normal
228,71,1217289,28472,99441,1,4,30,0,0.0816904763860707,0.02338966063961751,1,0.25,0.2049,0,Normal
229,49,1107425,54230,158175,2,2,85,0,0.14283121400436688,0.04896941195167894,1,0.5,0.1987,0,Normal
230,49,383675,13080,167260,1,5,49,0,0.43594074166744856,0.03409126450442561,1,0.25,0.4812,0,Normal
231,41,852465,12099,136917,0,0,9,0,0.16061285728697683,0.014192941419364526,0,0.0,0.2811,0,Normal
232,58,1465030,58078,167746,0,3,17,0,0.11449996621231906,0.03964284714794431,1,0.0,0.2964,0,Normal
233,69,1198748,30431,118325,0,0,69,0,0.09870706878587594,0.025385631187179302,0,0.0,0.1964,0,Normal
234,66,1358151,36186,19337,1,4,58,0,0.014237728913994899,0.02664355683310852,1,0.25,0.2362,0,Normal
235,66,1233024,52684,153385,0,0,57,0,0.12439731554510249,0.04272743861641086,0,0.0,0.2155,0,Normal
236,69,1456182,35111,158015,1,3,62,0,0.10851314704264506,0.024111667283576308,1,0.25,0.2293,0,Normal
237,29,705815,44851,77949,0,5,95,0,0.11043813118433132,0.06354488988631599,1,0.0,0.2174,0,Normal
238,56,276218,27614,276,1,2,52,0,0.000999207150847697,0.09997139950546487,1,0.25,0.3512,0,Normal
239,19,787518,31724,51151,2,1,61,0,0.06495208369575844,0.040283472525742235,0,0.5,0.2667,0,Normal
240,20,970044,46991,148683,1,0,40,0,0.15327433263405307,0.04844208258379766,0,0.25,0.2845,0,Normal
241,66,649589,9940,143016,3,1,38,0,0.22016348773841962,0.015301959697655444,0,0.75,0.4999,0,Normal
242,54,678446,57423,52887,2,4,43,0,0.07795303096630982,0.08463888852040027,1,0.5,0.2807,0,Normal
243,66,662052,33758,81442,2,2,63,0,0.12301432060575211,0.050989875432933617,1,0.5,0.124,0,Normal
244,73,1288562,41224,49847,2,2,19,0,0.03868417764595134,0.03199222700015444,1,0.5,0.3083,0,Normal
